id,npmi,cv
wikitext-labeled/mallet/28,0.13965947513836482,0.759562419888346
wikitext-labeled/mallet/2,0.16821488440114973,0.7121547287684165
wikitext-labeled/mallet/5,0.13848252419981344,0.7188412696650758
wikitext-labeled/mallet/0,0.13707785030975214,0.7684243081423839
wikitext-labeled/mallet/16,0.03011278380704653,0.42736365806693205
wikitext-labeled/mallet/44,0.12042702052162152,0.6842879204049298
wikitext-labeled/mallet/49,0.10153775194226093,0.7232580497065045
wikitext-labeled/mallet/38,0.09603912175750973,0.612902551402826
wikitext-labeled/mallet/32,0.0812430574996277,0.564408029806982
wikitext-labeled/mallet/20,0.13231804087389915,0.7131732014266265
wikitext-labeled/mallet/40,0.18202612118288444,0.7500787652932281
wikitext-labeled/mallet/34,0.1451801995399973,0.7448846300731237
wikitext-labeled/mallet/8,0.1750457336031077,0.7837116981489488
wikitext-labeled/mallet/47,0.11285841127001532,0.6455160251007688
wikitext-labeled/ctm/32,0.1349672185948499,0.7695892188606864
wikitext-labeled/ctm/11,0.07165749817856779,0.4922430619440757
wikitext-labeled/ctm/36,0.1856326948699297,0.7814172320387482
wikitext-labeled/ctm/0,0.16058836200835877,0.8190784403861485
wikitext-labeled/ctm/35,0.19157057582707832,0.8504380808559932
wikitext-labeled/ctm/2,0.14537945463164645,0.7338600156629352
wikitext-labeled/ctm/1,0.08135638754240775,0.6723707913821172
wikitext-labeled/ctm/3,0.062271407818340695,0.5332955853097462
wikitext-labeled/ctm/34,0.11124026928284894,0.6671780486866681
wikitext-labeled/ctm/42,0.17148424562737716,0.7876894745160804
wikitext-labeled/ctm/44,0.12070514540373409,0.6523027440910562
wikitext-labeled/ctm/30,0.0891606641339852,0.6008425553276971
wikitext-labeled/ctm/24,0.21075064507826524,0.8345496147315038
wikitext-labeled/ctm/15,0.1441456019914097,0.7436893978073382
wikitext-labeled/bertopic/42,0.008018599355888742,0.44781505744356703
wikitext-labeled/bertopic/21,0.2558438709794696,0.8643098369785344
wikitext-labeled/bertopic/4,0.14215888170940294,0.7360858212932578
wikitext-labeled/bertopic/0,0.18426444715418924,0.8602651567357712
wikitext-labeled/bertopic/47,0.14512750949662231,0.7685983630778644
wikitext-labeled/bertopic/7,0.15084349519061896,0.7826009233373011
wikitext-labeled/bertopic/8,0.14299827953606947,0.7778284799727458
wikitext-labeled/bertopic/36,0.17305887355094163,0.778241989129539
wikitext-labeled/category-45/27,0.13930639889676935,0.723646015604401
wikitext-labeled/category-45/2,0.1401385369106749,0.7377713224530975
wikitext-labeled/category-45/34,0.27918682107777953,0.8919577913535205
wikitext-labeled/category-45/6,0.2117001454717285,0.8718906338092208
wikitext-labeled/category-45/25,0.17018914610431615,0.796745497697217
wikitext-labeled/category-45/24,0.14483508379370502,0.736192568339858
bills-labeled/mallet/4,0.03243789291277761,0.48893771858568524
bills-labeled/mallet/40,0.08347005820706824,0.5552396077617429
bills-labeled/mallet/23,0.07149477345671755,0.5790535984392206
bills-labeled/mallet/12,0.06627807357652274,0.5056237133563052
bills-labeled/mallet/19,0.11456111492986694,0.6188077079718735
bills-labeled/mallet/44,0.051121820082478966,0.4788685293827247
bills-labeled/mallet/1,0.06180440782753079,0.50094043773942
bills-labeled/mallet/17,0.07587745276426316,0.5598991935788692
bills-labeled/ctm/30,-0.004919041009412801,0.3644244871925432
bills-labeled/ctm/3,0.029131682284988726,0.5195201071151445
bills-labeled/ctm/18,0.07275339775408592,0.599410440368362
bills-labeled/ctm/27,-0.12697939763079877,0.3721838778073127
bills-labeled/ctm/34,0.017556057547863303,0.4859392533840298
bills-labeled/ctm/23,-0.051556487394738545,0.32050343007042936
bills-labeled/ctm/28,0.018531210252041335,0.4277854792575422
bills-labeled/ctm/11,0.06993344395149818,0.5538674021433582
bills-labeled/bertopic/40,-0.017460134529352987,0.4299232782909929
bills-labeled/bertopic/1,0.0006004192090307802,0.4423234163263828
bills-labeled/bertopic/18,0.00744900799577719,0.4667563702973145
bills-labeled/bertopic/31,0.036638858631587126,0.5364230583486229
bills-labeled/bertopic/3,0.1749148765553113,0.7054407364331817
bills-labeled/bertopic/27,0.013786999301130292,0.5085030535564548
bills-labeled/bertopic/13,0.00767746525282209,0.5118249644978686
bills-labeled/bertopic/19,-0.011649126058404104,0.4797332019938993
